video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.754.491.700,caaneedsleep,sabar dipimpin pemerintah ga kompeten sampe 2029? gua sih gamau 😸😸,0,sabar dipimpin pemerintah ga kompeten sampe 2029 ? gua sih gamau,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.391.046.890.900,solikholrif_1919,50jt an aja😅,0,50jt an aja,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.677.442.630,SundaPride0110,Crossbar nya ko ga di buka sih jadi kurang kece,0,crossbar nya ko ga buka sih kece,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.351.164.614.590,mrf8192,Tantangan terberat bangsa indonesia adalah punya wapres dirimu,0,tantangan terberat bangsa indonesia adalah punya wapres dirimu,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.532.850,suryaaghani,Gw udah PO bang,0,gw udah po bang,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.014.520.040,jobar1694,Om di pin aja salah satu komen biar komen judol ga papling atas,0,om pin aja salah komen biar komen judol ga papling,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,OmarYXybs,а𝘎𝙐𝙎𝐓ot𝑂menawarkan pendekatan berbeda keterlibatan daring .,1,а𝘎𝙐𝙎𝐓ot𝑂menawarkan pendekatan berbeda keterlibatan daring .,1
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,SakinahElmarhim-i4b,"tarik hasil kemenangan а𝐸𝑅𝙊𝟴𝟴 , mewujudkan impian !",1,"tarik hasil kemenangan а𝐸𝑅𝙊𝟴𝟴 , mewujudkan impian !",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,ToniSaputro-p1i,the best pokoknya 𝘼𝙇𝙀𝙓𝙄𝙎17 ! tenan ?,1,the best pokoknya 𝘼𝙇𝙀𝙓𝙄𝙎17 ! tenan ?,1
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,budimankajen,"seminggu main alexis17 , gue udah ganti kamera dslr !",1,"seminggu main alexis17 , gue udah ganti kamera dslr !",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.037.271.410,solidsneak69,bener pak jangan sampe jadi macan sirkus atau malah jadi kucing,0,bener pak jangan sampe jadi macan sirkus atau malah jadi kucing,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,airlanggadigdaya,orang bilang alexis17 tuh miracle banget !,1,orang bilang alexis17 tuh miracle banget !,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.107.360,syifa25228,Sama broooo mauuu ke store,0,sama broooo mauuu ke store,0
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,BayuPratama-v5k,orang bilang alexis17 tuh game changer banget !,1,orang bilang alexis17 tuh game changer banget !,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.044.610.820,Verdonk_016,Belum ada di oren😢,0,belum ada di oren,0
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.457.706.360,AlbaStinnett,​​→ＰＵＬＡＵ７７７🔥 – Dimana setiap kemenangan jadi kenyataan! 11:21,1,​​→ｐｕｌａｕ７７７ – dimana kemenangan kenyataan ! 11:21,1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.019.290.480,RomonaSettle,"Berkali-kali main Olympus di mandalika77 hasilnya mantapp wee, semoga kalian yang ikutin saran aku dapat Hokinya juga ya.",1,"main olympus mandalika77 hasilnya mantapp wee , semoga ikutin saran hokinya ya .",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.327.784.020,Birdernesia,Mending sugeng menjawab 😅,0,mending sugeng menjawab,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.337.585.350.610,SitiKristanto-w1h,ALEXIS-17☯ tuh emang bener-bener ngebantu banget pas gua lagi butuh,1,alexis-17 tuh emang bener-bener ngebantu banget pas gua lagi butuh,1
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,bebullaskar7725,hapuslah komen 𝓟 𝓤 𝓛 4 𝓤 𝓦 𝓘 𝓝,1,hapuslah komen 𝓟 𝓤 𝓛 4 𝓤 𝓦 𝓘 𝓝,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.539.782.596.952,dodirahmadi7314,episode paling gilak!!! AHOK 2029 yok bisa yok,0,episode paling gilak ! ! ! ahok 2029 yok bisa yok,0
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,JohnXulTQ,jelajahi dunia 𝘿ew𝘼𝐷𝑂𝐑a lihat ditawarkannya .,1,jelajahi dunia 𝘿ew𝘼𝐷𝑂𝐑a lihat ditawarkannya .,1
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,RinaSetiawan-u6r,temen gue bilang alexis17 tuh bikin kecanduan !,1,temen gue bilang alexis17 tuh bikin kecanduan !,1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.078.384.407.670,Ahmadsyahruli22,"Mas Ridwan Hilang,, 😅",0,"mas ridwan hilang , ,",0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.980.522.690,sondanghutapea9574,Kok blm nge review chery tiggo 8 PHEV om..😅,0,kok blm nge review chery tiggo 8 phev om ..,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,jefriuwais,"sebulan main alexis17 , gue udah dp mobil mewah !",1,"sebulan main alexis17 , gue udah dp mobil mewah !",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.348.857.060,okyprayoga2952,Yang ngarang itu jawaban dari anda pak prabowo,0,yang ngarang itu jawaban dari anda pak prabowo,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,johnoyisam7711,main 1 x lagsung boncos ga untung mending app,1,main 1 x lagsung boncos ga untung mending app,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.387.416.794.470,yuutomix5343,Udh bg. Gw beli kopi,0,udh bg . gw beli kopi,0
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.898.849.090,butikasia,DP 5juta berapa tahun cicilan ya,0,dp 5juta cicilan ya,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RatnaKurniawan-m4r,gak pusing mikirin duit kalo udah gabung alexis17 .,1,gak pusing mikirin duit kalo udah gabung alexis17 .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.305.390,Rsabadoondi-w5c,"𝘋𝐄𝘞𝐀𝐃O𝐑𝘈, pecah terus mekswin",1,"𝘋𝐄𝘞𝐀𝐃o𝐑𝘈 , pecah mekswin",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.953.533.704.550,JOEYCaswell-o3k,"Gak percaya bisa menang sebanyak ini di ＭΛＮDALIKΛ𝟟𝟟, mimpi jadi realita!",1,"gak percaya menang ｍλｎdalikλ𝟟𝟟 , mimpi realita !",1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,EbonyHerronvicente-w4o,"gak gagal , weton88",1,"gak gagal , weton88",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,173.882.553.369.369,ardikurniawan865,Salut buat subaru.. masuk indo langsung full drifting...,0,salut subaru .. masuk indo langsung full drifting ...,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.397.982.076.370,pitriase9472,Hiburan bgt baca komen2 nya .. setidaknya merasa terwakilkan 😂,0,hiburan bgt baca komen2 nya .. setidaknya merasa terwakilkan,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.430.071.111.625,arumoe,Makasih udah mengaku salah kak. Itu hal perlu di apresiasi,0,makasih udah mengaku salah kak . itu hal perlu di apresiasi,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.372.783.812.340,edisandras5085,Ngomong opo ae😂...ngomong tapi nggak Tau maknanya cuma ngomong😂,0,ngomong opo ae ... ngomong tapi nggak tau maknanya cuma ngomong,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,indrabagaskara-y7q,"alexis17 , tuh emang bener-bener ngubah hidup gue , miskin sultan",1,"alexis17 , tuh emang bener-bener ngubah hidup gue , miskin sultan",1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.278.218.370,ypran2108,"Anis dan ganjar juga bgitu, dikelilingi oligarki jadi sama aja",0,"anis dan ganjar juga bgitu , dikelilingi oligarki jadi sama aja",0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,SONUKUMAR-bm4zj,hidup lo vibes cobain pu lau tujuh tujuh tujuh .,1,hidup lo vibes cobain pu lau tujuh tujuh tujuh .,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.322.793.670,baitkematian13,keren kieuu mang Bimooo!,0,keren kieuu mang bimooo !,0
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,tusharshitap6322,"tongkrongan cerita , iseng-iseng kenal pulauwin aktif .",1,"tongkrongan cerita , iseng-iseng kenal pulauwin aktif .",1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,lazuardicaket,modal alexis17 bermanfaat .,1,modal alexis17 bermanfaat .,1
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,HimashuGautam-o4e,03:25 p u l a u w i n bikin penasaran,1,03:25 p u l a u w i n bikin penasaran,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.551.502.050,frankzane7326,Redi dijual mesin 2jzgte. 108,0,redi dijual mesin 2jzgte . 108,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.858.869.620.040,KRAIGWilkinson-v5k,Memang paling tepat main di 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77.. untung dapat saran dari teman yang baru menang juga...,1,main 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77 .. untung saran teman menang ...,1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.012.272.570,gil224,48:32 paling seneng kalau om mobi udah ngomong hyendeeeeiii🤣,0,48:32 seneng om mobi udah ngomong hyendeeeeiii,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.323.276.070,namikazedevj46,otw nyungsep,0,otw nyungsep,0
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,WahyuKurniawan-o4e,"ngomongin 𝘼𝙇𝙀𝙓𝙄𝙎17 , ikutan kepo . abis .",1,"ngomongin 𝘼𝙇𝙀𝙓𝙄𝙎17 , ikutan kepo . abis .",1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.968.612.756.960,Jalanjalan_bareng,Tapi ada om mobi lebih seru,0,om mobi seru,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,nashiruddingamanto,temen arisan gue kepo penghasilan alexis17 .,1,temen arisan gue kepo penghasilan alexis17 .,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,prayogohimawan,berkembang arhan semangattt ! ! ! ! ! salam alexis17 ! gampang jepe,1,berkembang arhan semangattt ! ! ! ! ! salam alexis17 ! gampang jepe,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.671.864.500,DediHaryadi-b6r,Ke 100🎉😂❤😢😮😅😊,0,100,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.670.585.220,fakhrimifzalwahyudi6888,Naikin gaji editor,0,naikin gaji editor,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.193.431.490,BellaPranata-w4o,"Gila sih, Bangga banget jadi bagian dari 🔥⚡ALEXIS17⚡?🔥",1,"gila sih , bangga banget jadi bagian dari alexis17 ?",1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.858.880.545.920,GabrielaDenney-s6z,"𝓶𝓪𝓷𝓭𝓪𝓵𝓲𝓴𝓪77 bro , gw main disini gak pakai janji palsu bro cuman disini gw sering menang",1,"𝓶𝓪𝓷𝓭𝓪𝓵𝓲𝓴𝓪77 bro , gw main gak pakai janji palsu bro cuman gw menang",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.045.845.220,thexulthand9473,"Samsung : tungguin aja ntar...
Wkwk",0,samsung : tungguin aja ntar ... wkwk,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.016.371.580,jinkoplak,Otw beli buat mbak art di rumah,0,otw beli buat mbak art di rumah,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MelatiSaputro-f9t,orang bilang alexis17 tuh bener-bener ngebantu ekonomi .,1,orang bilang alexis17 tuh bener-bener ngebantu ekonomi .,1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.553.382.300,Frenchvieira-b1w,Main di 𝘈𝐺𝐔𝑆𝐓𝑂𝙏𝘖rasanya kayak mimpi! Hasilnya langsung melimpah!,1,main 𝘈𝐺𝐔𝑆𝐓𝑂𝙏𝘖rasanya kayak mimpi ! hasilnya langsung melimpah !,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.686.075.926.100,Historyilmuwan1,Pengen nangis mobilnya hancur😢😢😢😢,0,pengen nangis mobilnya hancur,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.019.684.490,oryza0909,lebih baik tanya ke yt dokter mobil indonesia aja,0,yt dokter mobil indonesia aja,0
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,mandalakambali,gw coba alexis17 yg lg viral 100rb 3jt sampe sejam,1,gw coba alexis17 yg lg viral 100rb 3jt sampe sejam,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MelatiPuspita-u7v,"seminggu main alexis17 , gue udah ganti perabotan rumah !",1,"seminggu main alexis17 , gue udah ganti perabotan rumah !",1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.387.180.663.970,rieskyalief7309,Is this ai???,0,is this ai ? ? ?,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.010.743.160,zuni46,Makasih ya clipper tara arts dan gema show,0,makasih ya clipper tara arts gema show,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.156.159.260,zaraina,35:06 menyala bang ziko😂,0,35:06 menyala bang ziko,0
nUD3rXzI0cU,Apakah Parts Mahal ini Berguna!? I Prepare SEA DRIFT SERIES FD,Umbu Gillberth,1.739.600.651.394.950,diahtitin635,Semangat trs mas umbu,0,semangat trs mas umbu,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,nekowa1300,"preeeet , emang percaya ?",1,"preeeet , emang percaya ?",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.412.634.862.130,AllysonDunaway-p7m,"Semangat Bosqu , Terbaik ⭐𝐒𝐆𝐈𝟖𝟖",1,"semangat bosqu , terbaik 𝐒𝐆𝐈𝟖𝟖",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,FajarKhairunnisa-o1h,gak modal jutaan sukses alexis17 .,1,gak modal jutaan sukses alexis17 .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.533.704.634.716,heripesmobile224,"Pantesan lama reviewnya
50 jt boss",0,pantesan lama reviewnya 50 jt boss,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.622.357.500,Mystrugglepoint,"KDM ngga dulu deh, masih perlu pembuktian",0,"kdm ngga dulu deh , masih perlu pembuktian",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.339.519.350,fimacode,Serasa liat joe biden yang bicara nya ngelantur,0,serasa liat joe biden yang bicara nya ngelantur,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.405.169.630.000,WildTracks10,"Di Hina Tidak Tumbang, Di Puji Tidak Pantas",0,"di hina tidak tumbang , di puji tidak pantas",0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,upikmegantara-p6m,emang gak se-mantep alexis17 deh .,1,emang gak se-mantep alexis17 deh .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.576.120,kholitasuryani,Beli nokia N gage..,0,beli nokia n gage ..,0
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,173.994.701.319.162,JulianaRash,Hidup lebih seru di 1:08🅱️UK𝐼𝑇 ８8𝟴,1,hidup seru 1:08uk𝐼𝑇 ８8𝟴,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,NathanielTownsendansen-n7i,gw demen gas 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 wkwkwkww seru . sering2 sih mah,1,gw demen gas 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 wkwkwkww seru . sering2 sih mah,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.007.277.340,Jaspercc76y,"Gacir bener, baru maen udh jepe",1,"gacir bener , baru maen udh jepe",1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.828.819.420,DanyalElia,Ahok- mahfud RI 1 & 2 langsung jadi negara kita,0,ahok- mahfud ri 1 & 2 langsung jadi negara kita,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.373.016.400.490,ahmadsarif7566,Gw nunggu yg lipet 5😂,0,gw nunggu yg lipet 5,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.656.485.370,epicglory19,50 orang tercepat😋,0,50 orang tercepat,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,RenaeVivia,dikasih keuntungan serupa𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 wd aman,1,dikasih keuntungan serupa𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 wd aman,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.025.025.880,RyanIsRed,"""50 juta aja"" bukan buat kaum mendang mending ya 😅",0,`` 50 juta aja '' bukan buat kaum mendang mending ya,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.350.262.100,annisaqqqq,"""yang kaya pasti akan selalu diganggu"" 25:06",0,`` yang kaya pasti akan selalu diganggu '' 25:06,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.740.018.161.039.760,bayupackerhamu,"Fortuner kaga dianggap bang 😂😂😂, 🔥🔥🔥",0,"fortuner kaga dianggap bang ,",0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.185.400,baviskurniawan,23:10 M4 Hobibarbar 🔥,0,23:10 m4 hobibarbar,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.261.572.060,aganmomochi8295, @rizkyaja.3810  mending lu aja sono yg jd pleciden,0,.3810 mending lu aja sono yg jd pleciden,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.751.146.770,antonoktaviana6414,Isi klaim prestasi orang lain😂,0,isi klaim prestasi orang lain,0
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,darmajiprakasa-f5f,emang gak se-menguntungkan alexis17 .,1,emang gak se-menguntungkan alexis17 .,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.288.630.280,MrSomyaputra,Kenapa Narasi isinya buzzer semua?,0,kenapa narasi isinya buzzer semua ?,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.034.187.200,DOOM1212,China emg ga ad obat inovasinya. 🔥,0,china emg ga ad obat inovasinya .,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.669.613.490,AnggaraAurelia,Is the best GD Subaru,0,is the best gd subaru,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.266.773.040,ranoringka2161,Dari waktu debat capres jg begitu di tanya apa di jawab apa,0,dari waktu debat capres jg begitu di tanya apa di jawab apa,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,AnisaPuspita-o7f,"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin mood bagus , anjay . fix !",1,"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin mood bagus , anjay . fix !",1
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,RadityaHil7f,"modal 50k lgsng makswin , gg parah",1,"modal 50k lgsng makswin , gg parah",1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.184.819.480,DediHidayat-i9y,Seru abis! Main bareng ⚡ALEXIS17⚡ selalu seru!,1,seru abis ! main bareng alexis17 selalu seru !,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.828.205.780,priaditrilaks1482,interaksi tak terduga lucunya panji sama ahok,0,interaksi tak terduga lucunya panji sama ahok,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,ghaninatsir,sumpah alexis17 ! tuh bener-bener ngebantu banget pas butuh duit cepet,1,sumpah alexis17 ! tuh bener-bener ngebantu banget pas butuh duit cepet,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.412.384.974.440,katanyabro7540,Saya nonton langsung skip 320 detik,0,saya nonton langsung skip 320 detik,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.759.976.360,igustiayusuantikarnadising956,Thumbnainya diganti ya?,0,thumbnainya diganti ya ?,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.203.343.200,samsulhuda1125,"Gokil sih, buat gulingkan clan mulyono😂",0,"gokil sih , buat gulingkan clan mulyono",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.376.203.362.940,ekosudrajad5888,Bahaya kadrun,0,bahaya kadrun,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.784.979.600,Andripranata061,Bapak sama anak kok satu keluarga wkwkwk eeehh,0,bapak sama anak kok satu keluarga wkwkwk eeehh,0
